title,context,price,upload_date,location,status,imgUrl,url
아이폰13프로 1테라,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.───────────────────📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!아이폰13프로 1테라 판매합니다.몇달전 애플케어플러스 끝나기ㅡ전에 전체 유상 리퍼 받았습니다.그후로 케이스 늘끼고. 액정보호필름. 카메라 보호필름 부착해서 사용했습니다.이번에 애플제품 일괄 정리 중이라 판매합니다.사진보시고 궁금하신것 문의주세요.정품케이스 등 케이스 다수 있습니다.",850000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MTVfMjE3/MDAxNzEzMTkyNDY0MDAw.tXnPaMZysdKwJzMiEvAZnGojFha2F90Nz8Bc40jmzwEg.vheSfdVcn6nKRcScRV-kV3OxjU7W6OjR-DN6RvfjjVYg.JPEG/20240415%EF%BC%BF193621.jpg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051134145&referrerAllArticles=true
아이폰13프로 128g 실버 팝니다(애케플o),"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.───────────────────📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!사진보시다시피 카메라 오른쪽 살짝긁힘말곤 깨끗합니다 기능이상1도없구요 상태매우양호합니다애케플있어서 기간끝나기전에 리퍼편하게받으시면될거같습니다 지금까지한번도애케플사용안했어용~더현대에서 77500원주고산 케이스티파이케이스 실착4번정도밖에안되는새거입니다같이드릴게요사진에잇는 핸드폰구입시같이있는정품충전기선도드릴게요 한번도안썻습니다택배도가능하긴하나 고가제품이고전자기기다보니 직거래위주로만할게요 부천역에서가능합니다!(부천역근처 집앞까지와주시면네고가능)010-4720-9640연락주세요",700000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MTVfNDYg/MDAxNzEzMTgyODYwMTY1._6aaGWEexJQ7Qf9vkgSndkQ0cdTBJGKv2D_cODkkyrog.-Tkh__p-oOn9z9MMSLKRwKAQah_RnMznSxGIw4I18SIg.JPEG/IMG_2982.jpeg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051112038&referrerAllArticles=true
아이폰13미니 256기가 스타라이트 AAA급 42만원,"제품정보기기명 ▶ 아이폰13미니 55번색상 ▶ 스타라이트최초통신사 ▶ 3사통신사, 알뜰, 선불 호환가능제품상태 ▶ 중고가격 ▶ 420.000제품설명상세사진과 100% 동일합니다테두리 미세콕 외 전체적으로 깨끗한 제품입니다.전면유리 기스, 잔상없이 화면 깔끔하게 잘나와요 ^^( 배터리성능 81% )전 기능 이상없이 정상작동합니다.저렴히 판매합니다 문의주세요거래방식직거래▶ 울산퀵거래 & 수화물거래 ▶ 상세위치 주시면 퀵비용 조회 후 안내드립니다.택배거래 ▶ CJ대한통운 & 우체국택배 당일발송 (토요일도 발송가능)연락처010.9297.6661 * 전화, 문자, 카카오톡 문의가능",420000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MjdfMjU1/MDAxNzE0MjE3NDcyNjIw.x0NJ6i_noBAzMc2kahnks0-QKRmel1mch83g5fVeWWgg.U6sdvXP-dQmbUl3zRq66zJ7mkqfY_5NqvuPAoha-NPgg.JPEG/KakaoTalk_20240425_222948869_21.jpg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051104560&referrerAllArticles=true
아이폰 13프로 256gb 실버,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.───────────────────📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!아이폰 13pro 256gb 실버 판매합니다.1월 말에 리퍼 받고 전면 강화유리, 카메라 강화유리, 정품 가죽케이스 장착하여 조심히 사용했습니다.떨어뜨린적도 없어 케이스에도 흠집이 없습니다.본페 자체도 새것과 같은 상태 유지중입니다.사용하던 정품가죽케이스, 여분 전면 강화유리 2개, 카메라 강화유리 1개, 측면보호필름 드립니다.오래 쓰려고 리퍼 받았는데 15프로로 바꾸게 되어 판매합니다.예정에 없던 판매라 박스 및 내용물은 본가에 두고온 상태입니다.5월 중순에 다녀올 예정이라 책임지고 드릴 수 있습니다.이수역 부근 직거래 가능하며 타지역 택배거래 가능합니다.택배거래시 추가 사진 요청시 찍어 드릴 수 있습니다.",800000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MTVfMTkx/MDAxNzEzMTgwMjE0Nzg1.JAZhQok2tWaTrMzjf-_p6piRIZBts9Wf72W8NYuqgxQg.JMayfmkEqH8A4IK2_DOi0kNJukGVlYiHAKY46gAFttsg.JPEG/IMG_7199.jpg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051104307&referrerAllArticles=true
아이폰13미니 256 핑크,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.───────────────────📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!개통사 엘지입니다.배터리성능 80프로이구 케이스씌워서 사용했는데 모서리 3군데 미세하게 기스있지만 티 많이나지않아요.사진 찍었으니 확인해주세요.풀박스이며 충전선은 정품이나사용하던거인데 괜찮습니다.페이스 아이디 및 카메라이상없어요!궁금하신사항 채팅주세요ㅡ액정은 강화유리 깨진거입니다.띠면 깨끗함 기스없어요.택배시 4천원추가 직거래대전.쓰던카드케이스 필요하심드려요",400000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MTVfMTUg/MDAxNzEzMTc4ODM2NzM5.oMBS7T7BEajW_ULxg6WANTZYc4MUE_Nxa8g_WaCt8_8g.ICah0wOk4fCDiQgZWRAPH7mhXNj6yjIxkQc1IMgHaxwg.JPEG/IMG_4703.jpg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051100691&referrerAllArticles=true
아이폰13미니256기가,"아이폰13미니256 미드나잇 입니다.케이스와 보호필름 계속 사용하여 생활기스는 거의 없어요.다만 하단 아래 케이스를 빼고 끼면서 생긴듯한 미세한 생활기스는 있네요.모든 기능 정상 작동하고 사용하지 않은 충전케이블과 케이스도 드려요.파손,분실등 이유로 택배거래는 안하고용인 동백이나 경기광주 태전동 근처에서 직거래 합니다.010 4593 6510 연락주세요",430000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MTVfMjk5/MDAxNzEzMTc3MzkxODE4.k7TC8y7OrDII-aWoniek01eGxKg6UK6teXjg9uKgREEg.lHCES0Cu-iHQdfjhGfmYXBUWtpNmVZrkOcqFr2NtJnsg.JPEG/IMG_0840.jpg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051096914&referrerAllArticles=true
아이폰13 128기가 블루 팝니다. 개인거래,21년 10월 구매이고 배터리 87% 입니다.액정은 한번 사설 정품 교체 이력 있습니다.케이스 및 케이블도 드립니다.45만원에 팝니다.직거래는 전남 광양 또는 인근 가능합니다,450000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MTVfODgg/MDAxNzEzMTc0NzI3NzA0.4653Kok7ea3bym_ZLIJxYlTBGnFl6kzqRBY2f_kXrfAg.srjypQD6_frGxiLowUPzZebKm1f3-d9ucuMt6FiEFsMg.JPEG/IMG_0048.jpeg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051090287&referrerAllArticles=true
아이폰13미니128기가(배터리100%)미드나이트 판매해요,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.───────────────────📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!아이폰13미니 128기가입니다.(미드나이트)기계욕심이 있어서 미니가 쓰고싶어서 샀다가 노안땜에 눈이 불편해서 판매합니다 🥲사진에서 보시다시피 전체적으로 다 깨끗한 편이예요뒷면위쪽에 아주 작은 하얀 점같은거 그거하나 있네요근데 아주 자세히 보지않음 보이지 않아요 😅액정이 깨져서 사설수리업체에서 정품액정으로갈았어요 흑흑 (서대전사거리에 아이폰 수리업체에서요)공식업체가 아니기 때문에 감안하여 판매합니다배터리 성능상태 : 100프로제한보증 : 2025년 1월 11일입니다(진짜 얼마 안썼어요 ㅠㅠ)유심기변용으로 삼사,알뜰 유심 사용 가능해서 유심 끼워서 사용하시면돼요정품은 아니지만 케이스와 맥세이프 카드지갑드리고 풀박입니다~~위에 설명 다 드렸기 때문에 구매하시면 환불은어려워요 ◠‿◠ 가격네고 답장 안드려요~~(평일 낮에는 일하느라 답변이 바로바로 어려워요확인하는대로 연락드리겠습니다~~)",400000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MTVfMTky/MDAxNzEzMTc0Njk5Nzk1.28NPIwfAL0yT4vw8WojVwd9TtvPCUT8nFsMPxGEllmsg.5Brd7YOBjOFOvydbvoAZ4_2-4iz_vNI4HbJShfrSLLgg.JPEG/IMG_1415.jpg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051090123&referrerAllArticles=true
아이폰13 미니 블랙 128기가 풀박스,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.───────────────────📢 제목에 ""제조사/ 브랜드 명""과 ""상품명”를 넣어 작성하면, 보다 빠른 판매가 가능합니다!📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.───────────────────📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판배터리 효율 81 모서리 찍힘 잇음 액정 파손 x 풀박스 정품 케이블 케이스와 액정필름, 사생활 필름 새거 같이드려요. 구매한지는 2년되었고 사설이나 공식 수리내역없고 공기계입니다. 직거래만합니다! 직거래 사가정역 근방 혹은 교대역에서 가능.",397000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MTVfMjg1/MDAxNzEzMTY3NDI3OTU2.A4S2grFLQJL4jB70ihVW5GPNDk4GV5iImdbEEyyAdr8g.-tNRGpxpzkSZ8lFhnvSl_SDZIBTw9VTxl1Q9RRHLItEg.JPEG/8141F6F0-38A6-4229-83E0-F9DD5DBCDDF0_1_105_c.jpeg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051071121&referrerAllArticles=true
아이폰13미니 핑크색 256기가 팝니다.,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.───────────────────📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!자급제 폰으로 유심만 끼워서 바로 사용하시면 됩니다.25프로 선택약정 당연히 가능하구요~액정에 기스나 찍힘 전혀없으며,멍, 잔상 X폰 외관도 새거처럼 아주 깨끗합니다.배터리 성능은 84프로 입니다.직거래는 대구 달서구이며 택배거래시 선불 3,000원 받습니다!안심번호 문자주세요.",460000,2024.04.15,,1,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MTVfMjAg/MDAxNzEzMTQ4MjExOTA1.LgrFDHH-5W3zUDuI90_z7_YjwMx9uk1QXH7ddBYm-XYg.gbm8VrA-t_Phu0tKwQwg8i-DWHPm5visRDhvVxOipiog.JPEG/KakaoTalk_20240415_094047607_05.jpg?type=s3,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%95%84%EC%9D%B4%ED%8F%B013&includeAll=&exclude=%EB%A7%A4%EC%9E%85+%EA%B5%90%ED%99%98+%EC%BC%80%EC%9D%B4%EC%8A%A4+%EC%82%BD%EB%8B%88%EB%8B%A4+%EA%B5%AC%EB%A7%A4&include=&exact=&searchdate=2024-04-012024-04-15&media=0&sortBy=date&articleid=1051014544&referrerAllArticles=true
